# ReginIDs HIDs  HosthaloID Mvir[3] Xc Yc Zc[4-6]  Rvir[7] fMhires[8] cNFW[9] Mgas200[10] M*200[11] M500[12] R500[13] fgas500[14] f*500[15]
1.440000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.202760000000000000e+14 5.005488687870500144e+05 5.002479625293600257e+05 5.005245113294899929e+05 1.522289999999999964e+03 9.982579999999999787e-01 3.097999999999999865e+00 1.023050000000000000e+14 8.554840000000000000e+12 4.904001171875000000e+14 9.432707976112752704e+02 1.107194274663925171e-01 1.249612215906381607e-02
1.450000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.103750000000000000e+14 5.003679980600600247e+05 5.005248290650999988e+05 5.002396543586999760e+05 1.516140000000000100e+03 9.981759999999999522e-01 8.201700000000000657e+00 1.066420000000000000e+14 8.254910000000000000e+12 4.963584765625000000e+14 9.470401488376962789e+02 1.217428967356681824e-01 1.192795298993587494e-02
1.460000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.557800000000000000e+14 5.003645633304499788e+05 5.003847301505099749e+05 5.001414024181399727e+05 1.543950000000000045e+03 9.978679999999999772e-01 1.043120000000000047e+01 1.103770000000000000e+14 9.672670000000000000e+12 5.735696484375000000e+14 9.933823731605838248e+02 1.126910448074340820e-01 1.408685278147459030e-02
1.470000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.304020000000000000e+14 5.005006959071300225e+05 5.005185754170399741e+05 5.005331660994000267e+05 1.528529999999999973e+03 9.981299999999999617e-01 3.474060000000000148e+00 1.062930000000000000e+14 9.601440000000000000e+12 5.383416015625000000e+14 9.728014874279106152e+02 1.125477701425552368e-01 1.303827948868274689e-02
1.480000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.125370000000000000e+14 5.005003508378799888e+05 5.003530825148400036e+05 5.003741387667299714e+05 1.452490000000000009e+03 9.982649999999999579e-01 -1.000000000000000000e+00 9.132920000000000000e+13 7.655150000000000000e+12 3.782079687500000000e+14 8.658105382532411340e+02 1.182909458875656128e-01 1.208356488496065140e-02
1.490000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.451450000000000000e+14 5.001875872048700112e+05 5.005420811499700067e+05 5.002098709678099840e+05 1.537519999999999982e+03 9.982060000000000377e-01 8.394949999999999690e+00 1.127000000000000000e+14 1.022900000000000000e+13 5.517465234375000000e+14 9.807232961098825399e+02 1.254949867725372314e-01 1.249102130532264709e-02
1.500000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.634950000000000000e+14 5.004428347213700181e+05 5.004688325588200241e+05 5.002693734216099838e+05 1.548569999999999936e+03 9.981689999999999729e-01 2.725670000000000037e+00 1.100950000000000000e+14 9.827180000000000000e+12 5.305383984375000000e+14 9.681144534637056722e+02 1.158231943845748901e-01 1.210066676139831543e-02
1.510000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.840620000000000000e+14 5.003636807538099820e+05 5.004031976287299767e+05 5.005243772201300017e+05 1.499549999999999955e+03 9.961539999999999839e-01 2.366019999999999790e+00 1.003960000000000000e+14 8.162760000000000000e+12 4.332336328125000000e+14 9.054503040031975161e+02 1.203281581401824951e-01 1.051119156181812286e-02
1.520000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.041740000000000000e+14 5.004578676083200262e+05 5.004525848256800091e+05 5.001176292934099911e+05 1.512269999999999982e+03 9.979120000000000212e-01 5.069340000000000401e+00 1.108130000000000000e+14 9.647840000000000000e+12 5.618871093750000000e+14 9.867030074652343501e+02 1.208162456750869751e-01 1.309954002499580383e-02
1.530000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.479740000000000000e+14 5.004698901194899809e+05 5.003352416877700016e+05 5.004041480433199904e+05 1.539240000000000009e+03 9.980219999999999647e-01 2.380529999999999902e+01 1.142060000000000000e+14 9.254430000000000000e+12 6.165855468750000000e+14 1.017424523121363791e+03 1.200519651174545288e-01 1.272147428244352341e-02
1.540000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.284840000000000000e+14 5.002476127128900262e+05 5.002409473178900080e+05 5.004348299634699943e+05 1.527359999999999900e+03 9.977390000000000425e-01 4.057549999999999990e+00 1.040770000000000000e+14 9.433930000000000000e+12 5.763650390625000000e+14 9.949964213768409991e+02 1.060282513499259949e-01 1.373908203095197678e-02
1.550000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.187180000000000000e+14 5.003845026859900099e+05 5.000850176199899870e+05 5.003210672965400154e+05 1.521329999999999927e+03 9.982429999999999914e-01 3.757600000000000051e+00 1.152020000000000000e+14 8.668050000000000000e+12 5.616435937500000000e+14 9.864985091589270496e+02 1.261532455682754517e-01 1.293927058577537537e-02
1.560000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.780500000000000000e+14 5.003745783914100030e+05 5.005689625791999861e+05 5.006544134850500268e+05 1.557220000000000027e+03 9.981430000000000025e-01 3.507000000000000028e+01 1.185830000000000000e+14 9.713490000000000000e+12 6.387316406250000000e+14 1.029405477325401307e+03 1.207270771265029907e-01 1.251966040581464767e-02
1.570000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.693530000000000000e+14 5.003381677880000207e+05 5.003495376551399822e+05 5.003739644653099822e+05 1.490119999999999891e+03 9.985840000000000272e-01 2.329460000000000086e+00 1.046240000000000000e+14 8.374040000000000000e+12 4.477528906250000000e+14 9.153623844611893219e+02 1.210158616304397583e-01 1.264471746981143951e-02
1.580000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.247210000000000000e+14 5.004523863663499942e+05 5.004911181088999729e+05 5.004206267563099973e+05 1.525039999999999964e+03 9.976399999999999713e-01 2.314789999999999992e+01 1.105170000000000000e+14 9.079960000000000000e+12 5.908280468750000000e+14 1.003166626060990666e+03 1.252430230379104614e-01 1.300680823624134064e-02
1.590000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.780780000000000000e+14 5.001953725890200003e+05 5.007691040265099728e+05 5.003987986670099781e+05 1.557240000000000009e+03 9.982379999999999587e-01 5.649099999999999788e+00 1.220730000000000000e+14 1.019570000000000000e+13 6.628668750000000000e+14 1.042108436758931475e+03 1.224732398986816406e-01 1.347505766898393631e-02
1.600000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.364980000000000000e+14 5.003840485427500098e+05 5.004421731031499803e+05 5.004923859890300082e+05 1.532259999999999991e+03 9.984619999999999607e-01 8.157669999999999533e+00 1.174820000000000000e+14 9.206550000000000000e+12 6.052386718750000000e+14 1.011227932469763346e+03 1.230435445904731750e-01 1.240599248558282852e-02
1.610000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 6.824940000000000000e+14 5.001726792408900219e+05 5.002727982325400226e+05 5.003462082300399779e+05 1.431789999999999964e+03 9.979470000000000285e-01 2.329460000000000086e+00 8.554970000000000000e+13 7.680890000000000000e+12 3.849725390625000000e+14 8.709046220902133655e+02 1.109172701835632324e-01 1.243162713944911957e-02
1.620000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.954030000000000000e+14 5.006482553797800210e+05 5.003642293791099801e+05 5.004268588609300205e+05 1.506750000000000000e+03 9.979339999999999877e-01 1.930369999999999919e+01 1.013760000000000000e+14 9.073580000000000000e+12 5.117628125000000000e+14 9.566438224276722622e+02 1.271445155143737793e-01 1.185966469347476959e-02
1.630000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.211630000000000000e+14 5.004393238770299940e+05 5.003975818031699746e+05 5.005331698216900113e+05 1.522839999999999918e+03 9.978519999999999612e-01 4.225439999999999863e+00 1.044560000000000000e+14 9.315980000000000000e+12 5.744013281250000000e+14 9.938824596807069156e+02 1.156966686248779297e-01 1.314959023147821426e-02
1.640000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.342490000000000000e+14 5.002545598719500122e+05 5.002109635392699856e+05 5.003856064933299785e+05 1.530890000000000100e+03 9.985110000000000374e-01 3.599410000000000220e+00 9.810830000000000000e+13 1.038120000000000000e+13 5.649255468750000000e+14 9.884626163440567552e+02 1.016098856925964355e-01 1.413267850875854492e-02
1.650000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.395070000000000000e+14 5.004498010620200075e+05 5.004397342179699917e+05 5.003603417822699994e+05 1.470599999999999909e+03 9.983239999999999892e-01 5.767739999999999867e+00 9.280200000000000000e+13 8.592130000000000000e+12 5.321520703125000000e+14 9.690929368817082832e+02 1.099355816841125488e-01 1.345358975231647491e-02
1.660000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.933880000000000000e+14 5.002729518819599762e+05 5.000364289416400134e+05 5.002436789654199965e+05 1.505470000000000027e+03 9.978150000000000075e-01 1.565060000000000073e+01 1.028130000000000000e+14 8.646590000000000000e+12 4.671772265625000000e+14 9.282901465840966466e+02 1.148139610886573792e-01 1.223422307521104813e-02
1.670000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.357180000000000000e+14 5.003197956206200179e+05 5.002256455155200092e+05 5.004480957984899869e+05 1.531789999999999964e+03 9.981680000000000552e-01 8.393459999999999255e+00 1.046990000000000000e+14 9.010270000000000000e+12 5.514380859375000000e+14 9.805520377161403758e+02 1.186761483550071716e-01 1.212597824633121490e-02
1.680000000000000000e+02 1.280000000000020000e+14 0.000000000000000000e+00 6.563960000000000000e+14 5.006861495971700060e+05 5.002798795700100018e+05 5.004007649421700044e+05 1.413299999999999955e+03 9.983889999999999709e-01 2.328710000000000058e+00 7.761980000000000000e+13 8.599420000000000000e+12 2.269990429687500000e+14 7.308293428995344811e+02 1.119604706764221191e-01 1.274807192385196686e-02
1.690000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 6.694680000000000000e+14 5.004869454215000151e+05 5.003572507052900037e+05 5.003307793271599803e+05 1.422619999999999891e+03 9.976270000000000415e-01 1.331659999999999933e+01 8.537330000000000000e+13 7.683230000000000000e+12 3.800412109375000000e+14 8.672217547599931322e+02 1.114408448338508606e-01 1.280728820711374283e-02
1.700000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.598750000000000000e+14 5.005581779079799890e+05 5.005972577141699730e+05 5.004718699655300006e+05 1.546410000000000082e+03 9.980250000000000510e-01 4.746249999999999858e+00 1.071460000000000000e+14 1.022540000000000000e+13 6.204290234375000000e+14 1.019554563917098335e+03 1.194128990173339844e-01 1.289136428385972977e-02
1.710000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 6.598330000000000000e+14 5.006818953682400170e+05 5.001416215709599783e+05 5.001966401642399724e+05 1.415759999999999991e+03 9.981189999999999785e-01 2.328710000000000058e+00 8.068150000000000000e+13 7.653980000000000000e+12 3.279841796875000000e+14 8.261673549972178989e+02 1.103919297456741333e-01 1.243243925273418427e-02
1.720000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.783410000000000000e+14 5.004201105662800255e+05 5.004207215138800093e+05 5.005384790045900154e+05 1.495900000000000091e+03 9.981609999999999649e-01 -1.000000000000000000e+00 1.093370000000000000e+14 9.140730000000000000e+12 5.059677343750000000e+14 9.530790905726223627e+02 1.205628067255020142e-01 1.299688220024108887e-02
1.730000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.201580000000000000e+14 5.005366648946499918e+05 5.003881701401299797e+05 5.003911333424699842e+05 1.522220000000000027e+03 9.981389999999999985e-01 4.956669999999999909e+00 9.963550000000000000e+13 1.000230000000000000e+13 5.765591015625000000e+14 9.951220160081708173e+02 1.176142543554306030e-01 1.314532477408647537e-02
1.740000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.159980000000000000e+14 5.010685324668899993e+05 4.997315009435000247e+05 5.007043202718099928e+05 1.454839999999999918e+03 9.984380000000000477e-01 3.265880000000000116e+00 8.046730000000000000e+13 7.599280000000000000e+12 4.126635546875000000e+14 8.911095358924874290e+02 9.047225117683410645e-02 1.171961426734924316e-02
1.750000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.419080000000000000e+14 5.006316095215699752e+05 5.006952081461399794e+05 5.004603357622500043e+05 1.472180000000000064e+03 9.984969999999999679e-01 2.328710000000000058e+00 9.428650000000000000e+13 8.919570000000000000e+12 4.491170312500000000e+14 9.163056437068264586e+02 1.143087968230247498e-01 1.381509192287921906e-02
1.760000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.588350000000000000e+14 5.002372912618200062e+05 5.000245366144499858e+05 5.001762572597999824e+05 1.483289999999999964e+03 9.980099999999999527e-01 1.082070000000000043e+01 9.878410000000000000e+13 7.840980000000000000e+12 4.572422656250000000e+14 9.217210316146196192e+02 1.215732917189598083e-01 1.187239214777946472e-02
1.770000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.531190000000000000e+14 5.003199866839799797e+05 5.003423622676300001e+05 5.003442662102800095e+05 1.542349999999999909e+03 9.985119999999999552e-01 3.380040000000000155e+00 1.071340000000000000e+14 9.765900000000000000e+12 5.316158593750000000e+14 9.687635802421137896e+02 1.202192455530166626e-01 1.407711766660213470e-02
1.780000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.595940000000000000e+14 5.003025710582699976e+05 5.005660057067900198e+05 5.004734635353100020e+05 1.483789999999999964e+03 9.983990000000000364e-01 4.563449999999999562e+00 9.948290000000000000e+13 8.180790000000000000e+12 5.280203515625000000e+14 9.665845069541160228e+02 1.228049397468566895e-01 1.293199695646762848e-02
1.790000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.051890000000000000e+14 5.003000765049200272e+05 5.000226283205400105e+05 5.001903483128600055e+05 1.512900000000000091e+03 9.982600000000000362e-01 3.540470000000000006e+00 1.005120000000000000e+14 9.495700000000000000e+12 5.310241796875000000e+14 9.683992500282995479e+02 1.212338507175445557e-01 1.321333181113004684e-02
1.800000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.761980000000000000e+14 5.003736240559999715e+05 5.004706005204700050e+05 5.005318551243299735e+05 1.494519999999999982e+03 9.980149999999999855e-01 3.239770000000000039e+00 9.374380000000000000e+13 9.519130000000000000e+12 4.742962500000000000e+14 9.329494146436120445e+02 1.149083226919174194e-01 1.238256413489580154e-02
1.810000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.006600000000000000e+14 5.001087036673899856e+05 5.001811967904299963e+05 5.002097111090500257e+05 1.510069999999999936e+03 9.953560000000000185e-01 3.620309999999999917e+00 1.102040000000000000e+14 8.514260000000000000e+12 5.550925781250000000e+14 9.827032918157161703e+02 1.253851205110549927e-01 1.176913268864154816e-02
1.820000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.136340000000000000e+14 5.005104523040599888e+05 5.004684858158000279e+05 5.005650205348100280e+05 1.518170000000000073e+03 9.983189999999999564e-01 3.058450000000000113e+00 9.838710000000000000e+13 8.917020000000000000e+12 5.141646093750000000e+14 9.581273101441419158e+02 1.146207824349403381e-01 1.283335126936435699e-02
1.830000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.202630000000000000e+14 5.003650779646600131e+05 5.002981555171100190e+05 5.002123093217400019e+05 1.522279999999999973e+03 9.985209999999999919e-01 3.968760000000000066e+00 9.995410000000000000e+13 9.524800000000000000e+12 5.607476171875000000e+14 9.859979119900059459e+02 1.117381826043128967e-01 1.359151583164930344e-02
1.840000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.660050000000000000e+14 5.002058830867899815e+05 5.002594523370499955e+05 5.002245953392700176e+05 1.487950000000000045e+03 9.982360000000000122e-01 2.919669999999999987e+00 9.778350000000000000e+13 8.234150000000000000e+12 4.909576562500000000e+14 9.436042599993517115e+02 1.157960519194602966e-01 1.229812949895858765e-02
1.850000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.163070000000000000e+14 5.004987233724300168e+05 5.003012327047499712e+05 5.006335743726799847e+05 1.519839999999999918e+03 9.981400000000000272e-01 -1.000000000000000000e+00 9.993520000000000000e+13 8.847370000000000000e+12 5.050642187500000000e+14 9.525031234350816476e+02 1.129841879010200500e-01 1.185597199946641922e-02
1.860000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.865400000000000000e+14 5.004786459661099943e+05 5.002659418431100203e+05 5.005442417375299847e+05 1.501130000000000109e+03 9.979980000000000517e-01 -1.000000000000000000e+00 1.007300000000000000e+14 8.792010000000000000e+12 5.482475781250000000e+14 9.786929724677166860e+02 1.188168153166770935e-01 1.309111714363098145e-02
1.870000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.727180000000000000e+14 5.005109556515999720e+05 5.005468980471299728e+05 5.004709845119100064e+05 1.492279999999999973e+03 9.981109999999999705e-01 3.013679999999999914e+00 9.986200000000000000e+13 9.074480000000000000e+12 5.059570312500000000e+14 9.530609859094562353e+02 1.136236339807510376e-01 1.425226591527462006e-02
1.880000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.966120000000000000e+14 4.997215367551199743e+05 5.000473488740799949e+05 5.016509338058700087e+05 1.507509999999999991e+03 9.985359999999999792e-01 2.329460000000000086e+00 9.604540000000000000e+13 9.732740000000000000e+12 3.717591796875000000e+14 8.609355609554794455e+02 1.100872978568077087e-01 1.290073990821838379e-02
1.890000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.760520000000000000e+14 5.002696825398299843e+05 5.002727601263300166e+05 5.002968066268499824e+05 1.494430000000000064e+03 9.975810000000000510e-01 4.591050000000000075e+00 1.047140000000000000e+14 8.258960000000000000e+12 5.552850781250000000e+14 9.828081959200866322e+02 1.187047660350799561e-01 1.223228592425584793e-02
1.900000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.748470000000000000e+14 5.004034701146599837e+05 5.006703138351400266e+05 5.010233897911899840e+05 1.493650000000000091e+03 9.980890000000000040e-01 5.227520000000000167e+00 9.371410000000000000e+13 8.613810000000000000e+12 5.852828125000000000e+14 1.000095519788794036e+03 1.090633943676948547e-01 1.252184342592954636e-02
1.910000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.343310000000000000e+14 5.003725609648100217e+05 5.004009117773899925e+05 5.004928320919700200e+05 1.530940000000000055e+03 9.981600000000000472e-01 1.179969999999999963e+01 1.059300000000000000e+14 9.148820000000000000e+12 6.315538281250000000e+14 1.025579346934743171e+03 1.088764965534210205e-01 1.252109184861183167e-02
1.920000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.498980000000000000e+14 5.004065724519600044e+05 5.003875952500600251e+05 5.005086293587299879e+05 1.477450000000000045e+03 9.984459999999999447e-01 2.449590000000000156e+00 8.829840000000000000e+13 9.122690000000000000e+12 2.962304101562500000e+14 7.986018454672649796e+02 1.101186200976371765e-01 1.266974210739135742e-02
1.930000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.833870000000000000e+14 5.005710561003499897e+05 4.994981962629099726e+05 5.001334755345999729e+05 1.499119999999999891e+03 9.981060000000000487e-01 3.956080000000000041e+00 1.039680000000000000e+14 9.340160000000000000e+12 5.327121875000000000e+14 9.694217304177560663e+02 1.231403201818466187e-01 1.356976386159658432e-02
1.940000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.553220000000000000e+14 5.003401014830999775e+05 5.002664786118700285e+05 5.001521221884000115e+05 1.481000000000000000e+03 9.981539999999999857e-01 3.774010000000000087e+00 1.004100000000000000e+14 8.055750000000000000e+12 5.121655468750000000e+14 9.569094473219869315e+02 1.214248165488243103e-01 1.221282500773668289e-02
1.950000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.847430000000000000e+14 5.003234449639400118e+05 5.002618773155899835e+05 5.004303376358699752e+05 1.499990000000000009e+03 9.979740000000000277e-01 4.811169999999999725e+00 1.042090000000000000e+14 8.512050000000000000e+12 5.603858593750000000e+14 9.857641981367885364e+02 1.290187835693359375e-01 1.243315264582633972e-02
1.960000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.302630000000000000e+14 5.001921538511899998e+05 5.003737715880100150e+05 5.005621230602299911e+05 1.464440000000000055e+03 9.985009999999999719e-01 3.741929999999999978e+00 9.275210000000000000e+13 8.678290000000000000e+12 4.930003515625000000e+14 9.449266514490899453e+02 1.231179013848304749e-01 1.305385213345289230e-02
1.970000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.608750000000000000e+14 5.003661686563700205e+05 5.005108422246500268e+05 5.004882774916799972e+05 1.484619999999999891e+03 9.983610000000000539e-01 5.772960000000000313e+00 1.000420000000000000e+14 8.731630000000000000e+12 5.052035937500000000e+14 9.525981730693019927e+02 1.159989312291145325e-01 1.393609680235385895e-02
1.980000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 8.241490000000000000e+14 5.000633433258300065e+05 5.004068034138900111e+05 5.003836484972499893e+05 1.524690000000000055e+03 9.982509999999999994e-01 4.995470000000000077e+00 9.867790000000000000e+13 1.042000000000000000e+13 6.196984765625000000e+14 1.019139355625720782e+03 1.103432327508926392e-01 1.473052706569433212e-02
1.990000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 5.538980000000000000e+14 5.004002983852099860e+05 5.005436725513900165e+05 5.005125486722600181e+05 1.335529999999999973e+03 9.979679999999999662e-01 2.329460000000000086e+00 6.389040000000000000e+13 6.205300000000000000e+12 2.739359375000000000e+14 7.780655665954080860e+02 1.070552170276641846e-01 1.218752376735210419e-02
2.000000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.260130000000000000e+14 5.003314875066300156e+05 5.005906410515300231e+05 5.003222748637199984e+05 1.461589999999999918e+03 9.983419999999999517e-01 2.801029999999999909e+00 9.164070000000000000e+13 7.471490000000000000e+12 4.366748828125000000e+14 9.078378777546105312e+02 1.218049600720405579e-01 1.049217395484447479e-02
2.010000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.941960000000000000e+14 5.003004963008399936e+05 5.003459979691199842e+05 5.003038444942900096e+05 1.505990000000000009e+03 9.981860000000000177e-01 7.831599999999999895e+00 1.054770000000000000e+14 8.579850000000000000e+12 6.437908203125000000e+14 1.032089831321847669e+03 1.239971965551376343e-01 1.203333865851163864e-02
2.020000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.733870000000000000e+14 5.005629001693300088e+05 5.004188342189199757e+05 5.004976440898400033e+05 1.492720000000000027e+03 9.978609999999999980e-01 1.334200000000000053e+01 9.899170000000000000e+13 8.556260000000000000e+12 5.372219531250000000e+14 9.721213614738215938e+02 1.175078600645065308e-01 1.268367189913988113e-02
2.030000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.791770000000000000e+14 5.001455341344299959e+05 5.003116285671400256e+05 5.002533288753600209e+05 1.496430000000000064e+03 9.984129999999999949e-01 8.737439999999999429e+00 9.408750000000000000e+13 9.385220000000000000e+12 5.331783593750000000e+14 9.697055401098371021e+02 1.084550395607948303e-01 1.480111293494701385e-02
2.040000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.925090000000000000e+14 5.004519599075699807e+05 5.007025920202499838e+05 5.005303015726499725e+05 1.504920000000000073e+03 9.982149999999999634e-01 3.561360000000000081e+00 9.705440000000000000e+13 8.229130000000000000e+12 4.764125390625000000e+14 9.343134594477434121e+02 1.114593669772148132e-01 1.113071478903293610e-02
2.050000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.411590000000000000e+14 5.004581225815599901e+05 5.002479687813799828e+05 5.002772013346399763e+05 1.471690000000000055e+03 9.977110000000000145e-01 4.163509999999999600e+00 9.839760000000000000e+13 8.287240000000000000e+12 5.220937109375000000e+14 9.629929818885665327e+02 1.169589683413505554e-01 1.286335941404104233e-02
2.060000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.466650000000000000e+14 5.004140031200600206e+05 5.003734679490299895e+05 5.004641336230600136e+05 1.475319999999999936e+03 9.980949999999999545e-01 9.080669999999999575e+00 1.012360000000000000e+14 8.237880000000000000e+12 5.360166796875000000e+14 9.714049689024589043e+02 1.215134188532829285e-01 1.263207104057073593e-02
2.070000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.374570000000000000e+14 5.002442587214799714e+05 5.003937196286399849e+05 5.004615646677199984e+05 1.469230000000000018e+03 9.981790000000000385e-01 4.120980000000000310e+00 1.005360000000000000e+14 8.911070000000000000e+12 4.815475781250000000e+14 9.376175488900610162e+02 1.185842007398605347e-01 1.378865540027618408e-02
2.080000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 6.295670000000000000e+14 5.007916428872899851e+05 5.004295230426699854e+05 5.005139095736899762e+05 1.393769999999999982e+03 9.983929999999999749e-01 2.329460000000000086e+00 7.363960000000000000e+13 7.708000000000000000e+12 3.415426953125000000e+14 8.372740196254046623e+02 8.601444959640502930e-02 1.505244243890047073e-02
2.090000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.684550000000000000e+14 5.001088766715499805e+05 5.001563410728399758e+05 5.002345486984099844e+05 1.489539999999999964e+03 9.980229999999999935e-01 1.257569999999999943e+01 1.041780000000000000e+14 7.919940000000000000e+12 5.538143359375000000e+14 9.819687821620561863e+02 1.264778673648834229e-01 1.168449129909276962e-02
2.100000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.442980000000000000e+14 5.001674251896999776e+05 5.002836372171100229e+05 5.001986452511399984e+05 1.473759999999999991e+03 9.980769999999999920e-01 4.696259999999999657e+00 9.462510000000000000e+13 8.343350000000000000e+12 5.262746484375000000e+14 9.655126183513085607e+02 1.189996302127838135e-01 1.316860876977443695e-02
2.110000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.819740000000000000e+14 5.004192903788399999e+05 5.005065293023100239e+05 5.005462359298400115e+05 1.498220000000000027e+03 9.983560000000000212e-01 5.299150000000000027e+00 1.011760000000000000e+14 9.164800000000000000e+12 5.580153906250000000e+14 9.844253185451575519e+02 1.197834908962249756e-01 1.245073881000280380e-02
2.120000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.772540000000000000e+14 5.002928846708799829e+05 5.002886987543000141e+05 5.002992591059199767e+05 1.495200000000000045e+03 9.984969999999999679e-01 -1.000000000000000000e+00 9.831270000000000000e+13 9.834890000000000000e+12 4.658587890625000000e+14 9.274116697396070776e+02 1.185092553496360779e-01 1.374311838299036026e-02
2.130000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.141430000000000000e+14 5.007933576022600173e+05 5.006341586949899793e+05 5.004835752083500265e+05 1.453579999999999927e+03 9.981470000000000065e-01 1.410829999999999984e+01 9.200690000000000000e+13 7.676360000000000000e+12 4.796308984375000000e+14 9.363845560058646242e+02 1.157950237393379211e-01 1.226984802633523941e-02
2.140000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.020760000000000000e+14 5.002902159925400047e+05 5.003639088302400196e+05 5.005723501815199852e+05 1.445349999999999909e+03 9.985530000000000239e-01 -1.000000000000000000e+00 8.852010000000000000e+13 8.311910000000000000e+12 4.378232421875000000e+14 9.086205368166690732e+02 1.127098500728607178e-01 1.464217249304056168e-02
2.150000000000000000e+02 1.280000000000010000e+14 0.000000000000000000e+00 7.743520000000000000e+14 5.003634067419199855e+05 5.001997084600499948e+05 5.000599613326400286e+05 1.493339999999999918e+03 9.986129999999999729e-01 3.015919999999999934e+00 9.261640000000000000e+13 8.679700000000000000e+12 5.036821875000000000e+14 9.516525036983099426e+02 1.154915392398834229e-01 1.217849738895893097e-02
