# Omega_m=0.28 Omega_lambda=0.72 H_0=70 
# ------------------------------------------------------------
# Mtrue      : true mass within r_{500}^{true}
# Ms         : stellar mass within r_{500}^{true}
# Mg         : gas mass within r_{500}^{true}
# Mbcg       : bcg stellar mass
# ------------------------------------------------------------
# MsE(z)     : bestfit of MsE(z) relation [h_{70}^{-1}Msun]
# MsE(z)_p   : upper limit of MsE(z) relation [h_{70}^{-1}Msun]
# MsE(z)_m   : lower limit of MsE(z) relation [h_{70}^{-1}Msun]
# MgE(z)     : bestfit of MgE(z) relation [h_{70}^{-1}Msun]
# MgE(z)_p   : upper limit of MgE(z) relation [h_{70}^{-1}Msun]
# MgE(z)_m   : lower limit of MgE(z) relation [h_{70}^{-1}Msun]
# MbcgE(z)   : bestfit of MbcgE(z) relation [h_{70}^{-1}Msun]
# MbcgE(z)_p : upper limit of MbcgE(z) relation [h_{70}^{-1}Msun]
# MbcgE(z)_m : lower limit of MbcgE(z) relation [h_{70}^{-1}Msun]
# ------------------------------------------------------------
# MtrueE(z) MsE(z) MsE(z)_p MsE(z)_m MgE(z) MgE(z)_p MgE(z)_m MbcgE(z) MbcgE(z)_p MbcgE(z)_m
3.348409e+14 5.948343e+12 7.031910e+12 5.190972e+12 3.372343e+13 4.111310e+13 2.633375e+13 7.224297e+11 8.551390e+11 6.215971e+11
3.389572e+14 6.009197e+12 7.113358e+12 5.238535e+12 3.424869e+13 4.183185e+13 2.666553e+13 7.267573e+11 8.613107e+11 6.246507e+11
3.431241e+14 6.070672e+12 7.195775e+12 5.286509e+12 3.478212e+13 4.256345e+13 2.700079e+13 7.311109e+11 8.675296e+11 6.277169e+11
3.473422e+14 6.132775e+12 7.279171e+12 5.334897e+12 3.532384e+13 4.330812e+13 2.733956e+13 7.354906e+11 8.737963e+11 6.307957e+11
3.516121e+14 6.195512e+12 7.363560e+12 5.383703e+12 3.587399e+13 4.406612e+13 2.768186e+13 7.398965e+11 8.801109e+11 6.338871e+11
3.559346e+14 6.258889e+12 7.448952e+12 5.432930e+12 3.643270e+13 4.483769e+13 2.802771e+13 7.443288e+11 8.864740e+11 6.369913e+11
3.603102e+14 6.322914e+12 7.535359e+12 5.482582e+12 3.700009e+13 4.562306e+13 2.837712e+13 7.487876e+11 8.928858e+11 6.401082e+11
3.647395e+14 6.387593e+12 7.622794e+12 5.532662e+12 3.757631e+13 4.642249e+13 2.873012e+13 7.532732e+11 8.993467e+11 6.432380e+11
3.692234e+14 6.452932e+12 7.711268e+12 5.583175e+12 3.816148e+13 4.723624e+13 2.908673e+13 7.577856e+11 9.058571e+11 6.463806e+11
3.737623e+14 6.518938e+12 7.800794e+12 5.634122e+12 3.875576e+13 4.806457e+13 2.944695e+13 7.623251e+11 9.124173e+11 6.495362e+11
3.783571e+14 6.585618e+12 7.891385e+12 5.685509e+12 3.935928e+13 4.890774e+13 2.981082e+13 7.668917e+11 9.190277e+11 6.527048e+11
3.830083e+14 6.652979e+12 7.983053e+12 5.737339e+12 3.997218e+13 4.976602e+13 3.017833e+13 7.714857e+11 9.256887e+11 6.558864e+11
3.877167e+14 6.721027e+12 8.075811e+12 5.789615e+12 4.059461e+13 5.063970e+13 3.054952e+13 7.761073e+11 9.324007e+11 6.590811e+11
3.924830e+14 6.789771e+12 8.169672e+12 5.842342e+12 4.122672e+13 5.152905e+13 3.092439e+13 7.807565e+11 9.391640e+11 6.622890e+11
3.973079e+14 6.859216e+12 8.264649e+12 5.895522e+12 4.186865e+13 5.243435e+13 3.130296e+13 7.854335e+11 9.459790e+11 6.655100e+11
4.021921e+14 6.929370e+12 8.360755e+12 5.949161e+12 4.252057e+13 5.335590e+13 3.168524e+13 7.901386e+11 9.528461e+11 6.687443e+11
4.071364e+14 7.000241e+12 8.458004e+12 6.003260e+12 4.318262e+13 5.429400e+13 3.207125e+13 7.948719e+11 9.597658e+11 6.719918e+11
4.121414e+14 7.071835e+12 8.556409e+12 6.057825e+12 4.385497e+13 5.524895e+13 3.246099e+13 7.996335e+11 9.667384e+11 6.752528e+11
4.172079e+14 7.144160e+12 8.655985e+12 6.112859e+12 4.453777e+13 5.622105e+13 3.285448e+13 8.044237e+11 9.737642e+11 6.785271e+11
4.223368e+14 7.217223e+12 8.756745e+12 6.168366e+12 4.523118e+13 5.721062e+13 3.325173e+13 8.092425e+11 9.808438e+11 6.818148e+11
4.275287e+14 7.291032e+12 8.858703e+12 6.224349e+12 4.593537e+13 5.821799e+13 3.365275e+13 8.140902e+11 9.879774e+11 6.851160e+11
4.327844e+14 7.365594e+12 8.961873e+12 6.280814e+12 4.665051e+13 5.924347e+13 3.405754e+13 8.189669e+11 9.951656e+11 6.884308e+11
4.381047e+14 7.440918e+12 9.066271e+12 6.337762e+12 4.737676e+13 6.028741e+13 3.446612e+13 8.238729e+11 1.002409e+12 6.917591e+11
4.434904e+14 7.517010e+12 9.171910e+12 6.395200e+12 4.811431e+13 6.135013e+13 3.487848e+13 8.288083e+11 1.009707e+12 6.951011e+11
4.489423e+14 7.593879e+12 9.278806e+12 6.453130e+12 4.886332e+13 6.243199e+13 3.529464e+13 8.337732e+11 1.017061e+12 6.984568e+11
4.544613e+14 7.671533e+12 9.386973e+12 6.511556e+12 4.962397e+13 6.353333e+13 3.571460e+13 8.387678e+11 1.024472e+12 7.018262e+11
4.600481e+14 7.749980e+12 9.496427e+12 6.570483e+12 5.039644e+13 6.465452e+13 3.613837e+13 8.437924e+11 1.031939e+12 7.052094e+11
4.657036e+14 7.829227e+12 9.607183e+12 6.629915e+12 5.118092e+13 6.579591e+13 3.656593e+13 8.488471e+11 1.039463e+12 7.086063e+11
4.714286e+14 7.909283e+12 9.719257e+12 6.689855e+12 5.197759e+13 6.695788e+13 3.699730e+13 8.539320e+11 1.047044e+12 7.120172e+11
4.772240e+14 7.990156e+12 9.832665e+12 6.750308e+12 5.278665e+13 6.814082e+13 3.743248e+13 8.590474e+11 1.054684e+12 7.154420e+11
4.830906e+14 8.071854e+12 9.947421e+12 6.811278e+12 5.360828e+13 6.934510e+13 3.787146e+13 8.641935e+11 1.062382e+12 7.188807e+11
4.890294e+14 8.154387e+12 1.006354e+13 6.872769e+12 5.444268e+13 7.057111e+13 3.831424e+13 8.693704e+11 1.070138e+12 7.223334e+11
4.950411e+14 8.237761e+12 1.018105e+13 6.934785e+12 5.529004e+13 7.181927e+13 3.876081e+13 8.745783e+11 1.077954e+12 7.258002e+11
5.011268e+14 8.321987e+12 1.029995e+13 6.997330e+12 5.615058e+13 7.308997e+13 3.921118e+13 8.798174e+11 1.085830e+12 7.292811e+11
5.072872e+14 8.407072e+12 1.042027e+13 7.060409e+12 5.702448e+13 7.438364e+13 3.966532e+13 8.850879e+11 1.093765e+12 7.327761e+11
5.135234e+14 8.493025e+12 1.054202e+13 7.124026e+12 5.791197e+13 7.570070e+13 4.012324e+13 8.903899e+11 1.101762e+12 7.362852e+11
5.198363e+14 8.579855e+12 1.066522e+13 7.188184e+12 5.881325e+13 7.704158e+13 4.058491e+13 8.957237e+11 1.109819e+12 7.398087e+11
5.262268e+14 8.667572e+12 1.078989e+13 7.252890e+12 5.972853e+13 7.840672e+13 4.105034e+13 9.010895e+11 1.117938e+12 7.433463e+11
5.326958e+14 8.756184e+12 1.091604e+13 7.318145e+12 6.065803e+13 7.979657e+13 4.151950e+13 9.064874e+11 1.126119e+12 7.468983e+11
5.392444e+14 8.845699e+12 1.104369e+13 7.383956e+12 6.160198e+13 8.121159e+13 4.199237e+13 9.119177e+11 1.134363e+12 7.504646e+11
5.458734e+14 8.936129e+12 1.117286e+13 7.450327e+12 6.256060e+13 8.265224e+13 4.246895e+13 9.173804e+11 1.142669e+12 7.540454e+11
5.525840e+14 9.027481e+12 1.130357e+13 7.517261e+12 6.353410e+13 8.411900e+13 4.294921e+13 9.228759e+11 1.151039e+12 7.576405e+11
5.593770e+14 9.119765e+12 1.143584e+13 7.584764e+12 6.452274e+13 8.561235e+13 4.343312e+13 9.284043e+11 1.159473e+12 7.612502e+11
5.662536e+14 9.212991e+12 1.156969e+13 7.652839e+12 6.552673e+13 8.713279e+13 4.392067e+13 9.339659e+11 1.167972e+12 7.648743e+11
5.732147e+14 9.307168e+12 1.170513e+13 7.721491e+12 6.654632e+13 8.868082e+13 4.441183e+13 9.395607e+11 1.176535e+12 7.685130e+11
5.802613e+14 9.402306e+12 1.184218e+13 7.790725e+12 6.758176e+13 9.025695e+13 4.490656e+13 9.451891e+11 1.185164e+12 7.721663e+11
5.873946e+14 9.498414e+12 1.198086e+13 7.860546e+12 6.863327e+13 9.186170e+13 4.540485e+13 9.508512e+11 1.193858e+12 7.758342e+11
5.946156e+14 9.595503e+12 1.212120e+13 7.930957e+12 6.970113e+13 9.349561e+13 4.590665e+13 9.565472e+11 1.202620e+12 7.795169e+11
6.019254e+14 9.693583e+12 1.226322e+13 8.001963e+12 7.078557e+13 9.515921e+13 4.641192e+13 9.622773e+11 1.211448e+12 7.832142e+11
6.093250e+14 9.792663e+12 1.240692e+13 8.073570e+12 7.188686e+13 9.685307e+13 4.692064e+13 9.680418e+11 1.220343e+12 7.869263e+11
6.168156e+14 9.892754e+12 1.255234e+13 8.145781e+12 7.300525e+13 9.857774e+13 4.743276e+13 9.738408e+11 1.229307e+12 7.906531e+11
6.243982e+14 9.993866e+12 1.269949e+13 8.218601e+12 7.414102e+13 1.003338e+14 4.794824e+13 9.796745e+11 1.238339e+12 7.943948e+11
6.320741e+14 1.009601e+13 1.284839e+13 8.292036e+12 7.529443e+13 1.021218e+14 4.846702e+13 9.855431e+11 1.247441e+12 7.981514e+11
6.398443e+14 1.019920e+13 1.299908e+13 8.366089e+12 7.646575e+13 1.039424e+14 4.898907e+13 9.914470e+11 1.256611e+12 8.019228e+11
6.477101e+14 1.030343e+13 1.315155e+13 8.440765e+12 7.765527e+13 1.057962e+14 4.951432e+13 9.973862e+11 1.265853e+12 8.057092e+11
6.556725e+14 1.040874e+13 1.330585e+13 8.516069e+12 7.886326e+13 1.076838e+14 5.004273e+13 1.003361e+12 1.275164e+12 8.095106e+11
6.637329e+14 1.051511e+13 1.346199e+13 8.592007e+12 8.009002e+13 1.096058e+14 5.057423e+13 1.009371e+12 1.284547e+12 8.133269e+11
6.718923e+14 1.062257e+13 1.361999e+13 8.668582e+12 8.133583e+13 1.115629e+14 5.110877e+13 1.015418e+12 1.294002e+12 8.171584e+11
6.801520e+14 1.073113e+13 1.377988e+13 8.745800e+12 8.260098e+13 1.135557e+14 5.164627e+13 1.021501e+12 1.303529e+12 8.210048e+11
6.885133e+14 1.084079e+13 1.394168e+13 8.823666e+12 8.388579e+13 1.155849e+14 5.218667e+13 1.027620e+12 1.313129e+12 8.248664e+11
6.969774e+14 1.095158e+13 1.410540e+13 8.902183e+12 8.519054e+13 1.176512e+14 5.272989e+13 1.033776e+12 1.322803e+12 8.287432e+11
7.055455e+14 1.106349e+13 1.427108e+13 8.981358e+12 8.651556e+13 1.197553e+14 5.327586e+13 1.039969e+12 1.332551e+12 8.326351e+11
7.142189e+14 1.117654e+13 1.443874e+13 9.061196e+12 8.786116e+13 1.218978e+14 5.382450e+13 1.046199e+12 1.342373e+12 8.365422e+11
7.229990e+14 1.129075e+13 1.460840e+13 9.141700e+12 8.922765e+13 1.240796e+14 5.437573e+13 1.052466e+12 1.352270e+12 8.404646e+11
7.318870e+14 1.140612e+13 1.478009e+13 9.222877e+12 9.061535e+13 1.263013e+14 5.492946e+13 1.058770e+12 1.362244e+12 8.444022e+11
7.408842e+14 1.152267e+13 1.495383e+13 9.304731e+12 9.202461e+13 1.285636e+14 5.548558e+13 1.065113e+12 1.372293e+12 8.483552e+11
7.499921e+14 1.164041e+13 1.512964e+13 9.387267e+12 9.345575e+13 1.308675e+14 5.604402e+13 1.071493e+12 1.382420e+12 8.523234e+11
7.592119e+14 1.175935e+13 1.530756e+13 9.470490e+12 9.490911e+13 1.332136e+14 5.660466e+13 1.077912e+12 1.392624e+12 8.563071e+11
7.685451e+14 1.187950e+13 1.548760e+13 9.554406e+12 9.638504e+13 1.356027e+14 5.716740e+13 1.084369e+12 1.402907e+12 8.603061e+11
7.779930e+14 1.200087e+13 1.566979e+13 9.639020e+12 9.788388e+13 1.380356e+14 5.773213e+13 1.090865e+12 1.413268e+12 8.643206e+11
7.875571e+14 1.212349e+13 1.585416e+13 9.724336e+12 9.940599e+13 1.405132e+14 5.829873e+13 1.097400e+12 1.423709e+12 8.683505e+11
7.972387e+14 1.224735e+13 1.604073e+13 9.810360e+12 1.009517e+14 1.430364e+14 5.886709e+13 1.103974e+12 1.434230e+12 8.723958e+11
8.070394e+14 1.237248e+13 1.622954e+13 9.897097e+12 1.025215e+14 1.456059e+14 5.943707e+13 1.110587e+12 1.444831e+12 8.764567e+11
8.169605e+14 1.249888e+13 1.642060e+13 9.984553e+12 1.041156e+14 1.482226e+14 6.000855e+13 1.117240e+12 1.455514e+12 8.805331e+11
8.270036e+14 1.262657e+13 1.661395e+13 1.007273e+13 1.057344e+14 1.508875e+14 6.058139e+13 1.123933e+12 1.466279e+12 8.846251e+11
8.371701e+14 1.275557e+13 1.680961e+13 1.016164e+13 1.073784e+14 1.536014e+14 6.115544e+13 1.130665e+12 1.477126e+12 8.887326e+11
8.474617e+14 1.288588e+13 1.700761e+13 1.025128e+13 1.090479e+14 1.563653e+14 6.173055e+13 1.137439e+12 1.488057e+12 8.928558e+11
8.578797e+14 1.301752e+13 1.720798e+13 1.034166e+13 1.107434e+14 1.591801e+14 6.230658e+13 1.144252e+12 1.499071e+12 8.969946e+11
8.684258e+14 1.315050e+13 1.741074e+13 1.043279e+13 1.124651e+14 1.620468e+14 6.288336e+13 1.151107e+12 1.510170e+12 9.011490e+11
8.791016e+14 1.328483e+13 1.761594e+13 1.052467e+13 1.142136e+14 1.649664e+14 6.346072e+13 1.158003e+12 1.521354e+12 9.053191e+11
8.899086e+14 1.342054e+13 1.782359e+13 1.061730e+13 1.159892e+14 1.679398e+14 6.403850e+13 1.164939e+12 1.532624e+12 9.095049e+11
9.008485e+14 1.355763e+13 1.803372e+13 1.071069e+13 1.177923e+14 1.709682e+14 6.461650e+13 1.171918e+12 1.543981e+12 9.137065e+11
9.119228e+14 1.369611e+13 1.824638e+13 1.080485e+13 1.196235e+14 1.740524e+14 6.519454e+13 1.178938e+12 1.555425e+12 9.179237e+11
9.231333e+14 1.383601e+13 1.846158e+13 1.089978e+13 1.214831e+14 1.771937e+14 6.577242e+13 1.186001e+12 1.566957e+12 9.221568e+11
9.344816e+14 1.397734e+13 1.867935e+13 1.099549e+13 1.233715e+14 1.803930e+14 6.634995e+13 1.193105e+12 1.578578e+12 9.264056e+11
9.459694e+14 1.412010e+13 1.889974e+13 1.109198e+13 1.252892e+14 1.836515e+14 6.692691e+13 1.200252e+12 1.590287e+12 9.306702e+11
9.575984e+14 1.426432e+13 1.912277e+13 1.118926e+13 1.272367e+14 1.869704e+14 6.750308e+13 1.207442e+12 1.602087e+12 9.349506e+11
9.693704e+14 1.441001e+13 1.934846e+13 1.128733e+13 1.292145e+14 1.903507e+14 6.807825e+13 1.214676e+12 1.613978e+12 9.392469e+11
9.812871e+14 1.455719e+13 1.957687e+13 1.138620e+13 1.312229e+14 1.937936e+14 6.865216e+13 1.221952e+12 1.625960e+12 9.435590e+11
9.933503e+14 1.470587e+13 1.980801e+13 1.148588e+13 1.332624e+14 1.973003e+14 6.922458e+13 1.229272e+12 1.638034e+12 9.478870e+11
1.005562e+15 1.485606e+13 2.004192e+13 1.158637e+13 1.353337e+14 2.008721e+14 6.979526e+13 1.236636e+12 1.650202e+12 9.522308e+11
1.017923e+15 1.500778e+13 2.027864e+13 1.168767e+13 1.374370e+14 2.045102e+14 7.036393e+13 1.244044e+12 1.662462e+12 9.565906e+11
1.030437e+15 1.516105e+13 2.051820e+13 1.178980e+13 1.395731e+14 2.082158e+14 7.093033e+13 1.251496e+12 1.674818e+12 9.609663e+11
1.043104e+15 1.531588e+13 2.076063e+13 1.189275e+13 1.417422e+14 2.119902e+14 7.149418e+13 1.258993e+12 1.687268e+12 9.653579e+11
1.055928e+15 1.547229e+13 2.100597e+13 1.199654e+13 1.439450e+14 2.158349e+14 7.205517e+13 1.266535e+12 1.699814e+12 9.697654e+11
1.068908e+15 1.563029e+13 2.125425e+13 1.210117e+13 1.461820e+14 2.197510e+14 7.261302e+13 1.274122e+12 1.712457e+12 9.741889e+11
1.082049e+15 1.578991e+13 2.150551e+13 1.220664e+13 1.484537e+14 2.237400e+14 7.316741e+13 1.281755e+12 1.725197e+12 9.786283e+11
1.095351e+15 1.595115e+13 2.175979e+13 1.231296e+13 1.507606e+14 2.278032e+14 7.371803e+13 1.289433e+12 1.738036e+12 9.830837e+11
1.108816e+15 1.611403e+13 2.201712e+13 1.242014e+13 1.531033e+14 2.319422e+14 7.426452e+13 1.297157e+12 1.750973e+12 9.875551e+11
1.122447e+15 1.627858e+13 2.227754e+13 1.252818e+13 1.554824e+14 2.361583e+14 7.480657e+13 1.304928e+12 1.764010e+12 9.920424e+11
1.136245e+15 1.644480e+13 2.254109e+13 1.263708e+13 1.578984e+14 2.404530e+14 7.534379e+13 1.312745e+12 1.777148e+12 9.965457e+11
1.150214e+15 1.661271e+13 2.280780e+13 1.274686e+13 1.603519e+14 2.448279e+14 7.587584e+13 1.320609e+12 1.790387e+12 1.001065e+12
1.164353e+15 1.678234e+13 2.307772e+13 1.285752e+13 1.628434e+14 2.492844e+14 7.640232e+13 1.328520e+12 1.803728e+12 1.005600e+12
1.178667e+15 1.695369e+13 2.335088e+13 1.296907e+13 1.653735e+14 2.538242e+14 7.692285e+13 1.336478e+12 1.817172e+12 1.010152e+12
1.193157e+15 1.712679e+13 2.362733e+13 1.308151e+13 1.679429e+14 2.584489e+14 7.743701e+13 1.344484e+12 1.830720e+12 1.014719e+12
1.207824e+15 1.730166e+13 2.390709e+13 1.319484e+13 1.705522e+14 2.631600e+14 7.794439e+13 1.352538e+12 1.844373e+12 1.019302e+12
1.222673e+15 1.747830e+13 2.419022e+13 1.330908e+13 1.732019e+14 2.679593e+14 7.844455e+13 1.360640e+12 1.858131e+12 1.023902e+12
1.237703e+15 1.765675e+13 2.447675e+13 1.342422e+13 1.758928e+14 2.728485e+14 7.893704e+13 1.368791e+12 1.871995e+12 1.028517e+12
1.252919e+15 1.783701e+13 2.476673e+13 1.354028e+13 1.786254e+14 2.778293e+14 7.942141e+13 1.376991e+12 1.885966e+12 1.033149e+12
1.268321e+15 1.801911e+13 2.506020e+13 1.365726e+13 1.814003e+14 2.829034e+14 7.989717e+13 1.385240e+12 1.900045e+12 1.037796e+12
1.283913e+15 1.820307e+13 2.535720e+13 1.377517e+13 1.842183e+14 2.880728e+14 8.036382e+13 1.393538e+12 1.914233e+12 1.042459e+12
1.299696e+15 1.838890e+13 2.565777e+13 1.389401e+13 1.870800e+14 2.933391e+14 8.082087e+13 1.401886e+12 1.928531e+12 1.047139e+12
1.315674e+15 1.857663e+13 2.596196e+13 1.401379e+13 1.899861e+14 2.987043e+14 8.126778e+13 1.410284e+12 1.942939e+12 1.051834e+12
1.331848e+15 1.876626e+13 2.626980e+13 1.413452e+13 1.929372e+14 3.041704e+14 8.170400e+13 1.418732e+12 1.957459e+12 1.056546e+12
1.348220e+15 1.895783e+13 2.658136e+13 1.425619e+13 1.959341e+14 3.097392e+14 8.212899e+13 1.427231e+12 1.972091e+12 1.061273e+12
1.364794e+15 1.915135e+13 2.689666e+13 1.437882e+13 1.989775e+14 3.154128e+14 8.254216e+13 1.435780e+12 1.986836e+12 1.066016e+12
1.381572e+15 1.934684e+13 2.721577e+13 1.450241e+13 2.020680e+14 3.211932e+14 8.294291e+13 1.444381e+12 2.001696e+12 1.070776e+12
1.398556e+15 1.954432e+13 2.753871e+13 1.462698e+13 2.052065e+14 3.270825e+14 8.333063e+13 1.453034e+12 2.016670e+12 1.075551e+12
1.415749e+15 1.974382e+13 2.786555e+13 1.475251e+13 2.083937e+14 3.330827e+14 8.370469e+13 1.461738e+12 2.031760e+12 1.080342e+12
1.433153e+15 1.994534e+13 2.819633e+13 1.487903e+13 2.116303e+14 3.391961e+14 8.406442e+13 1.470495e+12 2.046968e+12 1.085149e+12
1.450771e+15 2.014892e+13 2.853109e+13 1.500653e+13 2.149170e+14 3.454249e+14 8.440916e+13 1.479303e+12 2.062293e+12 1.089972e+12
1.468606e+15 2.035458e+13 2.886988e+13 1.513503e+13 2.182547e+14 3.517713e+14 8.473821e+13 1.488165e+12 2.077737e+12 1.094811e+12
1.486660e+15 2.056232e+13 2.921277e+13 1.526452e+13 2.216442e+14 3.582376e+14 8.505085e+13 1.497080e+12 2.093300e+12 1.099666e+12
1.504935e+15 2.077219e+13 2.955978e+13 1.539502e+13 2.250862e+14 3.648261e+14 8.534635e+13 1.506048e+12 2.108985e+12 1.104537e+12
1.523436e+15 2.098419e+13 2.991098e+13 1.552654e+13 2.285816e+14 3.715393e+14 8.562393e+13 1.515070e+12 2.124790e+12 1.109424e+12
1.542164e+15 2.119835e+13 3.026642e+13 1.565906e+13 2.321312e+14 3.783795e+14 8.588282e+13 1.524146e+12 2.140719e+12 1.114326e+12
1.561122e+15 2.141469e+13 3.062614e+13 1.579262e+13 2.357358e+14 3.853493e+14 8.612220e+13 1.533276e+12 2.156771e+12 1.119244e+12
1.580313e+15 2.163324e+13 3.099021e+13 1.592720e+13 2.393962e+14 3.924512e+14 8.634124e+13 1.542461e+12 2.172948e+12 1.124178e+12
1.599741e+15 2.185401e+13 3.135867e+13 1.606281e+13 2.431134e+14 3.996878e+14 8.653909e+13 1.551701e+12 2.189250e+12 1.129128e+12
1.619407e+15 2.207703e+13 3.173157e+13 1.619947e+13 2.468883e+14 4.070617e+14 8.671484e+13 1.560996e+12 2.205679e+12 1.134094e+12
1.639314e+15 2.230232e+13 3.210898e+13 1.633717e+13 2.507216e+14 4.145756e+14 8.686760e+13 1.570347e+12 2.222235e+12 1.139075e+12
1.659467e+15 2.252990e+13 3.249095e+13 1.647593e+13 2.546144e+14 4.222323e+14 8.699642e+13 1.579754e+12 2.238920e+12 1.144072e+12
1.679867e+15 2.275981e+13 3.287753e+13 1.661575e+13 2.585675e+14 4.300346e+14 8.710034e+13 1.589218e+12 2.255735e+12 1.149084e+12
1.700518e+15 2.299205e+13 3.326878e+13 1.675663e+13 2.625818e+14 4.379853e+14 8.717835e+13 1.598738e+12 2.272681e+12 1.154113e+12
1.721423e+15 2.322666e+13 3.366476e+13 1.689858e+13 2.666584e+14 4.460874e+14 8.722943e+13 1.608315e+12 2.289758e+12 1.159156e+12
1.742585e+15 2.346366e+13 3.406552e+13 1.704161e+13 2.707982e+14 4.543439e+14 8.725253e+13 1.617950e+12 2.306968e+12 1.164216e+12
1.764007e+15 2.370307e+13 3.447113e+13 1.718573e+13 2.750021e+14 4.627577e+14 8.724654e+13 1.627642e+12 2.324312e+12 1.169290e+12
1.785692e+15 2.394492e+13 3.488164e+13 1.733093e+13 2.792712e+14 4.713320e+14 8.721036e+13 1.637392e+12 2.341791e+12 1.174381e+12
1.807644e+15 2.418923e+13 3.529712e+13 1.747723e+13 2.836064e+14 4.800700e+14 8.714283e+13 1.647201e+12 2.359406e+12 1.179487e+12
1.829866e+15 2.443603e+13 3.571762e+13 1.762463e+13 2.880088e+14 4.889749e+14 8.704276e+13 1.657068e+12 2.377158e+12 1.184608e+12
1.852361e+15 2.468534e+13 3.614320e+13 1.777314e+13 2.924795e+14 4.980500e+14 8.690892e+13 1.666995e+12 2.395048e+12 1.189744e+12
1.875132e+15 2.493719e+13 3.657394e+13 1.792276e+13 2.970194e+14 5.072987e+14 8.674006e+13 1.676981e+12 2.413078e+12 1.194896e+12
1.898184e+15 2.519160e+13 3.700989e+13 1.807351e+13 3.016297e+14 5.167244e+14 8.653488e+13 1.687026e+12 2.431248e+12 1.200063e+12
1.921519e+15 2.544861e+13 3.745111e+13 1.822537e+13 3.063113e+14 5.263306e+14 8.629205e+13 1.697132e+12 2.449560e+12 1.205246e+12
1.945140e+15 2.570823e+13 3.789768e+13 1.837837e+13 3.110656e+14 5.361210e+14 8.601019e+13 1.707299e+12 2.468014e+12 1.210443e+12
1.969052e+15 2.597049e+13 3.834965e+13 1.853251e+13 3.158935e+14 5.460991e+14 8.568790e+13 1.717526e+12 2.486613e+12 1.215656e+12
1.993258e+15 2.623542e+13 3.880710e+13 1.868779e+13 3.207962e+14 5.562687e+14 8.532371e+13 1.727815e+12 2.505356e+12 1.220883e+12
2.017762e+15 2.650306e+13 3.927008e+13 1.884421e+13 3.257748e+14 5.666335e+14 8.491614e+13 1.738166e+12 2.524246e+12 1.226126e+12
2.042567e+15 2.677341e+13 3.973868e+13 1.900180e+13 3.308306e+14 5.771976e+14 8.446364e+13 1.748578e+12 2.543283e+12 1.231384e+12
2.067677e+15 2.704652e+13 4.021296e+13 1.916054e+13 3.359648e+14 5.879649e+14 8.396464e+13 1.759053e+12 2.562469e+12 1.236656e+12
2.093095e+15 2.732241e+13 4.069298e+13 1.932045e+13 3.411784e+14 5.989393e+14 8.341749e+13 1.769590e+12 2.581805e+12 1.241944e+12
2.118826e+15 2.760110e+13 4.117883e+13 1.948153e+13 3.464728e+14 6.101251e+14 8.282054e+13 1.780191e+12 2.601291e+12 1.247246e+12
2.144873e+15 2.788263e+13 4.167056e+13 1.964379e+13 3.518493e+14 6.215265e+14 8.217204e+13 1.790855e+12 2.620930e+12 1.252563e+12
2.171241e+15 2.816703e+13 4.216826e+13 1.980723e+13 3.573090e+14 6.331477e+14 8.147024e+13 1.801583e+12 2.640723e+12 1.257895e+12
2.197932e+15 2.845432e+13 4.267199e+13 1.997186e+13 3.628533e+14 6.449932e+14 8.071331e+13 1.812375e+12 2.660670e+12 1.263241e+12
2.224952e+15 2.874454e+13 4.318184e+13 2.013769e+13 3.684834e+14 6.570675e+14 7.989937e+13 1.823232e+12 2.680773e+12 1.268602e+12
2.252304e+15 2.903771e+13 4.369787e+13 2.030471e+13 3.742008e+14 6.693752e+14 7.902649e+13 1.834154e+12 2.701033e+12 1.273977e+12
2.279992e+15 2.933387e+13 4.422017e+13 2.047295e+13 3.800068e+14 6.819208e+14 7.809270e+13 1.845141e+12 2.721452e+12 1.279366e+12
2.308020e+15 2.963303e+13 4.474881e+13 2.064239e+13 3.859026e+14 6.947093e+14 7.709595e+13 1.856194e+12 2.742031e+12 1.284770e+12
2.336393e+15 2.993525e+13 4.528386e+13 2.081305e+13 3.918898e+14 7.077454e+14 7.603414e+13 1.867314e+12 2.762771e+12 1.290188e+12
2.365115e+15 3.024054e+13 4.582542e+13 2.098493e+13 3.979697e+14 7.210343e+14 7.490512e+13 1.878500e+12 2.783673e+12 1.295620e+12
2.394190e+15 3.054893e+13 4.637355e+13 2.115804e+13 4.041437e+14 7.345808e+14 7.370667e+13 1.889753e+12 2.804739e+12 1.301067e+12
2.423623e+15 3.086046e+13 4.692834e+13 2.133239e+13 4.104134e+14 7.483903e+14 7.243651e+13 1.901073e+12 2.825970e+12 1.306527e+12
2.453417e+15 3.117517e+13 4.748988e+13 2.150797e+13 4.167802e+14 7.624681e+14 7.109230e+13 1.912461e+12 2.847367e+12 1.312001e+12
2.483577e+15 3.149308e+13 4.805824e+13 2.168479e+13 4.232455e+14 7.768194e+14 6.967163e+13 1.923918e+12 2.868932e+12 1.317489e+12
2.514108e+15 3.181422e+13 4.863351e+13 2.186287e+13 4.298110e+14 7.914500e+14 6.817202e+13 1.935443e+12 2.890666e+12 1.322991e+12
2.545015e+15 3.213863e+13 4.921577e+13 2.204219e+13 4.364782e+14 8.063654e+14 6.659092e+13 1.947037e+12 2.912571e+12 1.328506e+12
