# Omega_m=0.28 Omega_lambda=0.72 H_0=70 
# ------------------------------------------------------------
# Mtrue      : true mass within r_{500}^{true}
# Ms         : stellar mass within r_{500}^{true}
# Mg         : gas mass within r_{500}^{true}
# Mbcg       : bcg stellar mass
# ------------------------------------------------------------
# MsE(z)     : bestfit of MsE(z) relation [h_{70}^{-1}Msun]
# MsE(z)_p   : upper limit of MsE(z) relation [h_{70}^{-1}Msun]
# MsE(z)_m   : lower limit of MsE(z) relation [h_{70}^{-1}Msun]
# MgE(z)     : bestfit of MgE(z) relation [h_{70}^{-1}Msun]
# MgE(z)_p   : upper limit of MgE(z) relation [h_{70}^{-1}Msun]
# MgE(z)_m   : lower limit of MgE(z) relation [h_{70}^{-1}Msun]
# MbcgE(z)   : bestfit of MbcgE(z) relation [h_{70}^{-1}Msun]
# MbcgE(z)_p : upper limit of MbcgE(z) relation [h_{70}^{-1}Msun]
# MbcgE(z)_m : lower limit of MbcgE(z) relation [h_{70}^{-1}Msun]
# ------------------------------------------------------------
# MtrueE(z) MsE(z) MsE(z)_p MsE(z)_m MgE(z) MgE(z)_p MgE(z)_m MbcgE(z) MbcgE(z)_p MbcgE(z)_m
5.656166e+12 1.967823e+11 2.518494e+11 1.431807e+11 1.898731e+11 2.520373e+11 1.277089e+11 9.827671e+10 1.265961e+11 7.337704e+10
5.725699e+12 1.988058e+11 2.541794e+11 1.448471e+11 1.928495e+11 2.557525e+11 1.299466e+11 9.886542e+10 1.272157e+11 7.391188e+10
5.796086e+12 2.008501e+11 2.565311e+11 1.465327e+11 1.958725e+11 2.595222e+11 1.322229e+11 9.945767e+10 1.278385e+11 7.445050e+10
5.867339e+12 2.029153e+11 2.589047e+11 1.482377e+11 1.989429e+11 2.633472e+11 1.345385e+11 1.000535e+11 1.284645e+11 7.499292e+10
5.939467e+12 2.050018e+11 2.613005e+11 1.499624e+11 2.020613e+11 2.672284e+11 1.368942e+11 1.006528e+11 1.290937e+11 7.553916e+10
6.012483e+12 2.071097e+11 2.637186e+11 1.517069e+11 2.052285e+11 2.711666e+11 1.392905e+11 1.012558e+11 1.297261e+11 7.608926e+10
6.086396e+12 2.092392e+11 2.661592e+11 1.534715e+11 2.084454e+11 2.751626e+11 1.417282e+11 1.018623e+11 1.303617e+11 7.664325e+10
6.161217e+12 2.113906e+11 2.686226e+11 1.552564e+11 2.117126e+11 2.792172e+11 1.442080e+11 1.024725e+11 1.310006e+11 7.720114e+10
6.236959e+12 2.135641e+11 2.711090e+11 1.570618e+11 2.150310e+11 2.833313e+11 1.467306e+11 1.030864e+11 1.316427e+11 7.776296e+10
6.313631e+12 2.157599e+11 2.736185e+11 1.588880e+11 2.184013e+11 2.875058e+11 1.492968e+11 1.037039e+11 1.322881e+11 7.832875e+10
6.391246e+12 2.179783e+11 2.761515e+11 1.607353e+11 2.218244e+11 2.917416e+11 1.519072e+11 1.043252e+11 1.329368e+11 7.889853e+10
6.469815e+12 2.202194e+11 2.787081e+11 1.626038e+11 2.253011e+11 2.960395e+11 1.545627e+11 1.049501e+11 1.335888e+11 7.947232e+10
6.549350e+12 2.224836e+11 2.812886e+11 1.644938e+11 2.288322e+11 3.004004e+11 1.572641e+11 1.055788e+11 1.342442e+11 8.005016e+10
6.629863e+12 2.247710e+11 2.838931e+11 1.664056e+11 2.324186e+11 3.048253e+11 1.600120e+11 1.062113e+11 1.349028e+11 8.063208e+10
6.711365e+12 2.270818e+11 2.865220e+11 1.683393e+11 2.360612e+11 3.093151e+11 1.628074e+11 1.068475e+11 1.355649e+11 8.121809e+10
6.793870e+12 2.294165e+11 2.891754e+11 1.702953e+11 2.397608e+11 3.138707e+11 1.656509e+11 1.074876e+11 1.362304e+11 8.180824e+10
6.877388e+12 2.317750e+11 2.918535e+11 1.722738e+11 2.435183e+11 3.184931e+11 1.685435e+11 1.081315e+11 1.368992e+11 8.240254e+10
6.961934e+12 2.341579e+11 2.945567e+11 1.742751e+11 2.473347e+11 3.231833e+11 1.714860e+11 1.087792e+11 1.375715e+11 8.300103e+10
7.047518e+12 2.365651e+11 2.972850e+11 1.762993e+11 2.512107e+11 3.279423e+11 1.744792e+11 1.094309e+11 1.382472e+11 8.360374e+10
7.134155e+12 2.389971e+11 3.000389e+11 1.783469e+11 2.551475e+11 3.327710e+11 1.775240e+11 1.100864e+11 1.389264e+11 8.421069e+10
7.221857e+12 2.414541e+11 3.028184e+11 1.804180e+11 2.591459e+11 3.376705e+11 1.806213e+11 1.107459e+11 1.396090e+11 8.482192e+10
7.310637e+12 2.439363e+11 3.056240e+11 1.825129e+11 2.632069e+11 3.426418e+11 1.837720e+11 1.114093e+11 1.402952e+11 8.543745e+10
7.400509e+12 2.464439e+11 3.084557e+11 1.846319e+11 2.673314e+11 3.476859e+11 1.869769e+11 1.120767e+11 1.409849e+11 8.605732e+10
7.491485e+12 2.489773e+11 3.113139e+11 1.867753e+11 2.715205e+11 3.528039e+11 1.902371e+11 1.127481e+11 1.416781e+11 8.668154e+10
7.583579e+12 2.515368e+11 3.141987e+11 1.889433e+11 2.757752e+11 3.579970e+11 1.935535e+11 1.134235e+11 1.423749e+11 8.731017e+10
7.676806e+12 2.541225e+11 3.171105e+11 1.911363e+11 2.800965e+11 3.632660e+11 1.969270e+11 1.141029e+11 1.430752e+11 8.794321e+10
7.771179e+12 2.567347e+11 3.200495e+11 1.933544e+11 2.844854e+11 3.686123e+11 2.003586e+11 1.147864e+11 1.437792e+11 8.858071e+10
7.866712e+12 2.593738e+11 3.230160e+11 1.955980e+11 2.889431e+11 3.740369e+11 2.038493e+11 1.154741e+11 1.444867e+11 8.922270e+10
7.963419e+12 2.620399e+11 3.260102e+11 1.978675e+11 2.934705e+11 3.795409e+11 2.074001e+11 1.161658e+11 1.451979e+11 8.986920e+10
8.061315e+12 2.647334e+11 3.290324e+11 2.001630e+11 2.980687e+11 3.851255e+11 2.110120e+11 1.168617e+11 1.459128e+11 9.052025e+10
8.160415e+12 2.674546e+11 3.320828e+11 2.024849e+11 3.027390e+11 3.907918e+11 2.146861e+11 1.175617e+11 1.466313e+11 9.117587e+10
8.260733e+12 2.702037e+11 3.351617e+11 2.048334e+11 3.074823e+11 3.965411e+11 2.184235e+11 1.182660e+11 1.473536e+11 9.183611e+10
8.362284e+12 2.729811e+11 3.382695e+11 2.072090e+11 3.122999e+11 4.023746e+11 2.222252e+11 1.189744e+11 1.480795e+11 9.250098e+10
8.465084e+12 2.757869e+11 3.414062e+11 2.096118e+11 3.171928e+11 4.082934e+11 2.260923e+11 1.196872e+11 1.488092e+11 9.317053e+10
8.569147e+12 2.786216e+11 3.445723e+11 2.120422e+11 3.221624e+11 4.142989e+11 2.300259e+11 1.204041e+11 1.495426e+11 9.384478e+10
8.674490e+12 2.814853e+11 3.477681e+11 2.145006e+11 3.272097e+11 4.203922e+11 2.340272e+11 1.211254e+11 1.502799e+11 9.452377e+10
8.781127e+12 2.843784e+11 3.509937e+11 2.169872e+11 3.323360e+11 4.265747e+11 2.380974e+11 1.218510e+11 1.510209e+11 9.520753e+10
8.889076e+12 2.873013e+11 3.542494e+11 2.195023e+11 3.375426e+11 4.328476e+11 2.422375e+11 1.225809e+11 1.517657e+11 9.589609e+10
8.998351e+12 2.902541e+11 3.575357e+11 2.220463e+11 3.428306e+11 4.392123e+11 2.464489e+11 1.233152e+11 1.525144e+11 9.658948e+10
9.108970e+12 2.932373e+11 3.608526e+11 2.246195e+11 3.482014e+11 4.456700e+11 2.507327e+11 1.240540e+11 1.532670e+11 9.728774e+10
9.220949e+12 2.962510e+11 3.642007e+11 2.272223e+11 3.536562e+11 4.522222e+11 2.550902e+11 1.247971e+11 1.540234e+11 9.799091e+10
9.334304e+12 2.992957e+11 3.675800e+11 2.298549e+11 3.591964e+11 4.588702e+11 2.595225e+11 1.255447e+11 1.547838e+11 9.869900e+10
9.449053e+12 3.023717e+11 3.709910e+11 2.325178e+11 3.648233e+11 4.656154e+11 2.640311e+11 1.262967e+11 1.555481e+11 9.941206e+10
9.565213e+12 3.054792e+11 3.744339e+11 2.352112e+11 3.705382e+11 4.724592e+11 2.686172e+11 1.270533e+11 1.563163e+11 1.001301e+11
9.682800e+12 3.086186e+11 3.779090e+11 2.379356e+11 3.763425e+11 4.794031e+11 2.732820e+11 1.278144e+11 1.570885e+11 1.008532e+11
9.801833e+12 3.117902e+11 3.814167e+11 2.406912e+11 3.822377e+11 4.864484e+11 2.780271e+11 1.285801e+11 1.578647e+11 1.015814e+11
9.922329e+12 3.149944e+11 3.849572e+11 2.434784e+11 3.882251e+11 4.935966e+11 2.828536e+11 1.293503e+11 1.586450e+11 1.023147e+11
1.004431e+13 3.182315e+11 3.885309e+11 2.462976e+11 3.943063e+11 5.008494e+11 2.877631e+11 1.301252e+11 1.594293e+11 1.030531e+11
1.016778e+13 3.215018e+11 3.921381e+11 2.491491e+11 4.004825e+11 5.082081e+11 2.927570e+11 1.309047e+11 1.602176e+11 1.037966e+11
1.029278e+13 3.248057e+11 3.957790e+11 2.520333e+11 4.067554e+11 5.156742e+11 2.978366e+11 1.316889e+11 1.610101e+11 1.045454e+11
1.041931e+13 3.281434e+11 3.994541e+11 2.549507e+11 4.131265e+11 5.232495e+11 3.030035e+11 1.324778e+11 1.618066e+11 1.052995e+11
1.054740e+13 3.315155e+11 4.031636e+11 2.579014e+11 4.195972e+11 5.309353e+11 3.082590e+11 1.332714e+11 1.626073e+11 1.060588e+11
1.067706e+13 3.349221e+11 4.069079e+11 2.608860e+11 4.261691e+11 5.387334e+11 3.136049e+11 1.340697e+11 1.634121e+11 1.068234e+11
1.080831e+13 3.383637e+11 4.106872e+11 2.639049e+11 4.328439e+11 5.466454e+11 3.190425e+11 1.348728e+11 1.642212e+11 1.075934e+11
1.094118e+13 3.418406e+11 4.145020e+11 2.669583e+11 4.396231e+11 5.546728e+11 3.245735e+11 1.356808e+11 1.650344e+11 1.083687e+11
1.107569e+13 3.453531e+11 4.183526e+11 2.700467e+11 4.465084e+11 5.628175e+11 3.301994e+11 1.364936e+11 1.658519e+11 1.091495e+11
1.121184e+13 3.489018e+11 4.222393e+11 2.731705e+11 4.535014e+11 5.710810e+11 3.359218e+11 1.373112e+11 1.666737e+11 1.099357e+11
1.134967e+13 3.524868e+11 4.261624e+11 2.763301e+11 4.606038e+11 5.794651e+11 3.417425e+11 1.381338e+11 1.674997e+11 1.107274e+11
1.148920e+13 3.561086e+11 4.301224e+11 2.795260e+11 4.678173e+11 5.879715e+11 3.476630e+11 1.389613e+11 1.683300e+11 1.115247e+11
1.163044e+13 3.597676e+11 4.341195e+11 2.827584e+11 4.751436e+11 5.966021e+11 3.536852e+11 1.397937e+11 1.691647e+11 1.123275e+11
1.177341e+13 3.634642e+11 4.381541e+11 2.860279e+11 4.825846e+11 6.053585e+11 3.598106e+11 1.406311e+11 1.700037e+11 1.131359e+11
1.191815e+13 3.671987e+11 4.422266e+11 2.893348e+11 4.901419e+11 6.142427e+11 3.660411e+11 1.414736e+11 1.708471e+11 1.139500e+11
1.206466e+13 3.709714e+11 4.463373e+11 2.926796e+11 4.978175e+11 6.232565e+11 3.723785e+11 1.423210e+11 1.716950e+11 1.147697e+11
1.221297e+13 3.747829e+11 4.504866e+11 2.960626e+11 5.056131e+11 6.324017e+11 3.788245e+11 1.431736e+11 1.725472e+11 1.155952e+11
1.236311e+13 3.786336e+11 4.546749e+11 2.994844e+11 5.135307e+11 6.416802e+11 3.853811e+11 1.440313e+11 1.734040e+11 1.164264e+11
1.251509e+13 3.825237e+11 4.589025e+11 3.029454e+11 5.215721e+11 6.510941e+11 3.920502e+11 1.448941e+11 1.742652e+11 1.172634e+11
1.266894e+13 3.864537e+11 4.631698e+11 3.064460e+11 5.297393e+11 6.606451e+11 3.988335e+11 1.457621e+11 1.751309e+11 1.181062e+11
1.282468e+13 3.904241e+11 4.674773e+11 3.099867e+11 5.380343e+11 6.703354e+11 4.057331e+11 1.466352e+11 1.760012e+11 1.189549e+11
1.298234e+13 3.944351e+11 4.718252e+11 3.135679e+11 5.464590e+11 6.801669e+11 4.127510e+11 1.475136e+11 1.768761e+11 1.198096e+11
1.314194e+13 3.984874e+11 4.762140e+11 3.171900e+11 5.550154e+11 6.901416e+11 4.198892e+11 1.483973e+11 1.777555e+11 1.206701e+11
1.330349e+13 4.025812e+11 4.806441e+11 3.208536e+11 5.637057e+11 7.002617e+11 4.271497e+11 1.492863e+11 1.786396e+11 1.215366e+11
1.346704e+13 4.067170e+11 4.851158e+11 3.245590e+11 5.725319e+11 7.105292e+11 4.345346e+11 1.501806e+11 1.795283e+11 1.224092e+11
1.363259e+13 4.108953e+11 4.896296e+11 3.283069e+11 5.814962e+11 7.209463e+11 4.420460e+11 1.510802e+11 1.804218e+11 1.232878e+11
1.380018e+13 4.151164e+11 4.941858e+11 3.320976e+11 5.906006e+11 7.315151e+11 4.496861e+11 1.519852e+11 1.813199e+11 1.241725e+11
1.396983e+13 4.193808e+11 4.987849e+11 3.359316e+11 5.998474e+11 7.422378e+11 4.574571e+11 1.528957e+11 1.822228e+11 1.250634e+11
1.414156e+13 4.236890e+11 5.034274e+11 3.398095e+11 6.092389e+11 7.531166e+11 4.653611e+11 1.538116e+11 1.831304e+11 1.259605e+11
1.431541e+13 4.280413e+11 5.081135e+11 3.437316e+11 6.187772e+11 7.641539e+11 4.734005e+11 1.547330e+11 1.840429e+11 1.268637e+11
1.449139e+13 4.324384e+11 5.128437e+11 3.476986e+11 6.284647e+11 7.753518e+11 4.815775e+11 1.556599e+11 1.849602e+11 1.277732e+11
1.466954e+13 4.368805e+11 5.176185e+11 3.517109e+11 6.383036e+11 7.867127e+11 4.898946e+11 1.565924e+11 1.858823e+11 1.286891e+11
1.484987e+13 4.413682e+11 5.224383e+11 3.557691e+11 6.482965e+11 7.982389e+11 4.983540e+11 1.575305e+11 1.868093e+11 1.296112e+11
1.503243e+13 4.459019e+11 5.273036e+11 3.598735e+11 6.584456e+11 8.099329e+11 5.069582e+11 1.584741e+11 1.877413e+11 1.305398e+11
1.521722e+13 4.504821e+11 5.322146e+11 3.640248e+11 6.687534e+11 8.217970e+11 5.157097e+11 1.594235e+11 1.886782e+11 1.314748e+11
1.540429e+13 4.551093e+11 5.371720e+11 3.682236e+11 6.792223e+11 8.338338e+11 5.246109e+11 1.603785e+11 1.896201e+11 1.324162e+11
1.559366e+13 4.597840e+11 5.421762e+11 3.724702e+11 6.898550e+11 8.460456e+11 5.336645e+11 1.613392e+11 1.905670e+11 1.333641e+11
1.578536e+13 4.645066e+11 5.472275e+11 3.767653e+11 7.006540e+11 8.584351e+11 5.428729e+11 1.623057e+11 1.915189e+11 1.343186e+11
1.597941e+13 4.692777e+11 5.523265e+11 3.811094e+11 7.116218e+11 8.710047e+11 5.522388e+11 1.632780e+11 1.924760e+11 1.352797e+11
1.617585e+13 4.740977e+11 5.574737e+11 3.855030e+11 7.227611e+11 8.837572e+11 5.617650e+11 1.642561e+11 1.934381e+11 1.362474e+11
1.637470e+13 4.789671e+11 5.626694e+11 3.899467e+11 7.340745e+11 8.966950e+11 5.714540e+11 1.652400e+11 1.944054e+11 1.372217e+11
1.657600e+13 4.838865e+11 5.679143e+11 3.944411e+11 7.455649e+11 9.098210e+11 5.813087e+11 1.662299e+11 1.953779e+11 1.382028e+11
1.677977e+13 4.888564e+11 5.732087e+11 3.989868e+11 7.572349e+11 9.231378e+11 5.913319e+11 1.672257e+11 1.963556e+11 1.391906e+11
1.698605e+13 4.938772e+11 5.785531e+11 4.035842e+11 7.690873e+11 9.366481e+11 6.015265e+11 1.682274e+11 1.973385e+11 1.401853e+11
1.719487e+13 4.989495e+11 5.839480e+11 4.082340e+11 7.811251e+11 9.503548e+11 6.118953e+11 1.692352e+11 1.983267e+11 1.411867e+11
1.740625e+13 5.040738e+11 5.893940e+11 4.129367e+11 7.933510e+11 9.642607e+11 6.224414e+11 1.702490e+11 1.993203e+11 1.421951e+11
1.762022e+13 5.092507e+11 5.948915e+11 4.176930e+11 8.057681e+11 9.783687e+11 6.331676e+11 1.712689e+11 2.003192e+11 1.432103e+11
1.783683e+13 5.144807e+11 6.004410e+11 4.225035e+11 8.183794e+11 9.926816e+11 6.440771e+11 1.722948e+11 2.013235e+11 1.442325e+11
1.805611e+13 5.197643e+11 6.060430e+11 4.273687e+11 8.311877e+11 1.007202e+12 6.551730e+11 1.733269e+11 2.023332e+11 1.452617e+11
1.827807e+13 5.251022e+11 6.116981e+11 4.322892e+11 8.441964e+11 1.021934e+12 6.664585e+11 1.743652e+11 2.033483e+11 1.462980e+11
1.850277e+13 5.304947e+11 6.174068e+11 4.372658e+11 8.574083e+11 1.036880e+12 6.779366e+11 1.754098e+11 2.043690e+11 1.473414e+11
1.873023e+13 5.359426e+11 6.231695e+11 4.422989e+11 8.708268e+11 1.052043e+12 6.896108e+11 1.764605e+11 2.053952e+11 1.483919e+11
1.896049e+13 5.414463e+11 6.289870e+11 4.473892e+11 8.844551e+11 1.067426e+12 7.014843e+11 1.775176e+11 2.064270e+11 1.494495e+11
1.919357e+13 5.470064e+11 6.348595e+11 4.525374e+11 8.982964e+11 1.083032e+12 7.135605e+11 1.785810e+11 2.074644e+11 1.505144e+11
1.942952e+13 5.526236e+11 6.407878e+11 4.577441e+11 9.123540e+11 1.098865e+12 7.258428e+11 1.796508e+11 2.085074e+11 1.515865e+11
1.966837e+13 5.582984e+11 6.467724e+11 4.630099e+11 9.266314e+11 1.114928e+12 7.383347e+11 1.807270e+11 2.095562e+11 1.526660e+11
1.991016e+13 5.640314e+11 6.528138e+11 4.683355e+11 9.411320e+11 1.131224e+12 7.510398e+11 1.818096e+11 2.106106e+11 1.537528e+11
2.015492e+13 5.698231e+11 6.589126e+11 4.737216e+11 9.558592e+11 1.147757e+12 7.639617e+11 1.828987e+11 2.116709e+11 1.548469e+11
2.040269e+13 5.756743e+11 6.650694e+11 4.791688e+11 9.708166e+11 1.164529e+12 7.771040e+11 1.839944e+11 2.127370e+11 1.559485e+11
2.065351e+13 5.815854e+11 6.712847e+11 4.846778e+11 9.860078e+11 1.181545e+12 7.904704e+11 1.850966e+11 2.138089e+11 1.570576e+11
2.090741e+13 5.875572e+11 6.775592e+11 4.902492e+11 1.001436e+12 1.198808e+12 8.040647e+11 1.862054e+11 2.148867e+11 1.581742e+11
2.116443e+13 5.935902e+11 6.838933e+11 4.958838e+11 1.017106e+12 1.216321e+12 8.178909e+11 1.873208e+11 2.159705e+11 1.592983e+11
2.142461e+13 5.996850e+11 6.902878e+11 5.015822e+11 1.033021e+12 1.234089e+12 8.319527e+11 1.884430e+11 2.170602e+11 1.604301e+11
2.168798e+13 6.058424e+11 6.967432e+11 5.073452e+11 1.049184e+12 1.252114e+12 8.462542e+11 1.895718e+11 2.181560e+11 1.615695e+11
2.195460e+13 6.120628e+11 7.032602e+11 5.131735e+11 1.065600e+12 1.270401e+12 8.607994e+11 1.907074e+11 2.192579e+11 1.627165e+11
2.222449e+13 6.183471e+11 7.098393e+11 5.190677e+11 1.082273e+12 1.288953e+12 8.755924e+11 1.918499e+11 2.203658e+11 1.638713e+11
2.249770e+13 6.246958e+11 7.164811e+11 5.250285e+11 1.099206e+12 1.307774e+12 8.906374e+11 1.929991e+11 2.214800e+11 1.650339e+11
2.277427e+13 6.311095e+11 7.231864e+11 5.310568e+11 1.116404e+12 1.326868e+12 9.059386e+11 1.941553e+11 2.226003e+11 1.662043e+11
2.305424e+13 6.375891e+11 7.299558e+11 5.371533e+11 1.133870e+12 1.346240e+12 9.215003e+11 1.953183e+11 2.237270e+11 1.673825e+11
2.333765e+13 6.441350e+11 7.367898e+11 5.433186e+11 1.151609e+12 1.365892e+12 9.373270e+11 1.964884e+11 2.248599e+11 1.685686e+11
2.362455e+13 6.507481e+11 7.436892e+11 5.495535e+11 1.169626e+12 1.385829e+12 9.534231e+11 1.976654e+11 2.259992e+11 1.697627e+11
2.391497e+13 6.574290e+11 7.506547e+11 5.558589e+11 1.187924e+12 1.406055e+12 9.697930e+11 1.988495e+11 2.271449e+11 1.709647e+11
2.420896e+13 6.641783e+11 7.576868e+11 5.622354e+11 1.206508e+12 1.426575e+12 9.864415e+11 2.000407e+11 2.282971e+11 1.721748e+11
2.450657e+13 6.709969e+11 7.647863e+11 5.686838e+11 1.225383e+12 1.447392e+12 1.003373e+12 2.012391e+11 2.294558e+11 1.733929e+11
2.480783e+13 6.778853e+11 7.719539e+11 5.752048e+11 1.244552e+12 1.468512e+12 1.020593e+12 2.024446e+11 2.306210e+11 1.746191e+11
2.511280e+13 6.848444e+11 7.791903e+11 5.817994e+11 1.264021e+12 1.489937e+12 1.038105e+12 2.036573e+11 2.317929e+11 1.758535e+11
2.542152e+13 6.918748e+11 7.864961e+11 5.884682e+11 1.283794e+12 1.511673e+12 1.055915e+12 2.048773e+11 2.329714e+11 1.770960e+11
2.573403e+13 6.989773e+11 7.938722e+11 5.952121e+11 1.303876e+12 1.533725e+12 1.074028e+12 2.061046e+11 2.341567e+11 1.783468e+11
2.605039e+13 7.061525e+11 8.013192e+11 6.020318e+11 1.324272e+12 1.556096e+12 1.092448e+12 2.073392e+11 2.353487e+11 1.796058e+11
2.637063e+13 7.134014e+11 8.088378e+11 6.089281e+11 1.344987e+12 1.578792e+12 1.111181e+12 2.085813e+11 2.365476e+11 1.808731e+11
2.669481e+13 7.207245e+11 8.164288e+11 6.159020e+11 1.366025e+12 1.601817e+12 1.130233e+12 2.098308e+11 2.377534e+11 1.821488e+11
2.702298e+13 7.281227e+11 8.240930e+11 6.229542e+11 1.387392e+12 1.625176e+12 1.149608e+12 2.110878e+11 2.389661e+11 1.834328e+11
2.735518e+13 7.355968e+11 8.318311e+11 6.300854e+11 1.409092e+12 1.648873e+12 1.169311e+12 2.123523e+11 2.401859e+11 1.847253e+11
2.769146e+13 7.431474e+11 8.396440e+11 6.372967e+11 1.431132e+12 1.672915e+12 1.189349e+12 2.136243e+11 2.414128e+11 1.860262e+11
2.803188e+13 7.507754e+11 8.475323e+11 6.445888e+11 1.453516e+12 1.697305e+12 1.209727e+12 2.149040e+11 2.426468e+11 1.873356e+11
2.837648e+13 7.584816e+11 8.554969e+11 6.519625e+11 1.476250e+12 1.722049e+12 1.230450e+12 2.161914e+11 2.438879e+11 1.886535e+11
2.872532e+13 7.662669e+11 8.635385e+11 6.594188e+11 1.499338e+12 1.747152e+12 1.251524e+12 2.174865e+11 2.451364e+11 1.899800e+11
2.907845e+13 7.741319e+11 8.716581e+11 6.669584e+11 1.522788e+12 1.772620e+12 1.272956e+12 2.187893e+11 2.463922e+11 1.913151e+11
2.943592e+13 7.820775e+11 8.798564e+11 6.745823e+11 1.546604e+12 1.798457e+12 1.294751e+12 2.201000e+11 2.476554e+11 1.926589e+11
2.979778e+13 7.901045e+11 8.881343e+11 6.822913e+11 1.570791e+12 1.824668e+12 1.316914e+12 2.214185e+11 2.489261e+11 1.940113e+11
3.016409e+13 7.982138e+11 8.964927e+11 6.900863e+11 1.595357e+12 1.851261e+12 1.339453e+12 2.227448e+11 2.502043e+11 1.953724e+11
3.053491e+13 8.064062e+11 9.049323e+11 6.979683e+11 1.620306e+12 1.878239e+12 1.362373e+12 2.240792e+11 2.514902e+11 1.967422e+11
3.091028e+13 8.146826e+11 9.134541e+11 7.059380e+11 1.645645e+12 1.905610e+12 1.385681e+12 2.254215e+11 2.527837e+11 1.981208e+11
3.129027e+13 8.230438e+11 9.220589e+11 7.139964e+11 1.671380e+12 1.933377e+12 1.409383e+12 2.267719e+11 2.540850e+11 1.995082e+11
3.167492e+13 8.314907e+11 9.307478e+11 7.221445e+11 1.697517e+12 1.961548e+12 1.433486e+12 2.281303e+11 2.553941e+11 2.009045e+11
3.206431e+13 8.400242e+11 9.395215e+11 7.303830e+11 1.724062e+12 1.990128e+12 1.457996e+12 2.294969e+11 2.567111e+11 2.023096e+11
3.245849e+13 8.486451e+11 9.483810e+11 7.387130e+11 1.751022e+12 2.019124e+12 1.482920e+12 2.308717e+11 2.580362e+11 2.037235e+11
3.285751e+13 8.573543e+11 9.573272e+11 7.471354e+11 1.778403e+12 2.048541e+12 1.508264e+12 2.322547e+11 2.593693e+11 2.051465e+11
3.326143e+13 8.661528e+11 9.663612e+11 7.556511e+11 1.806211e+12 2.078385e+12 1.534036e+12 2.336461e+11 2.607105e+11 2.065783e+11
3.367032e+13 8.750415e+11 9.754839e+11 7.642610e+11 1.834453e+12 2.108664e+12 1.560243e+12 2.350457e+11 2.620600e+11 2.080191e+11
3.408424e+13 8.840212e+11 9.846962e+11 7.729661e+11 1.863137e+12 2.139383e+12 1.586891e+12 2.364537e+11 2.634178e+11 2.094690e+11
3.450324e+13 8.930929e+11 9.939992e+11 7.817673e+11 1.892269e+12 2.170549e+12 1.613989e+12 2.378702e+11 2.647841e+11 2.109278e+11
3.492740e+13 9.022577e+11 1.003394e+12 7.906656e+11 1.921855e+12 2.202169e+12 1.641542e+12 2.392951e+11 2.661588e+11 2.123957e+11
3.535677e+13 9.115163e+11 1.012881e+12 7.996619e+11 1.951904e+12 2.234249e+12 1.669560e+12 2.407286e+11 2.675421e+11 2.138726e+11
3.579142e+13 9.208698e+11 1.022463e+12 8.087573e+11 1.982422e+12 2.266796e+12 1.698048e+12 2.421707e+11 2.689341e+11 2.153587e+11
3.623141e+13 9.303191e+11 1.032139e+12 8.179526e+11 2.013417e+12 2.299817e+12 1.727016e+12 2.436214e+11 2.703349e+11 2.168538e+11
3.667682e+13 9.398652e+11 1.041911e+12 8.272489e+11 2.044895e+12 2.333320e+12 1.756470e+12 2.450808e+11 2.717446e+11 2.183581e+11
3.712769e+13 9.495092e+11 1.051780e+12 8.366471e+11 2.076865e+12 2.367312e+12 1.786418e+12 2.465489e+11 2.731632e+11 2.198715e+11
3.758411e+13 9.592519e+11 1.061747e+12 8.461481e+11 2.109334e+12 2.401799e+12 1.816870e+12 2.480258e+11 2.745910e+11 2.213941e+11
3.804614e+13 9.690945e+11 1.071813e+12 8.557531e+11 2.142310e+12 2.436790e+12 1.847831e+12 2.495116e+11 2.760279e+11 2.229258e+11
3.851385e+13 9.790380e+11 1.081980e+12 8.654629e+11 2.175802e+12 2.472291e+12 1.879312e+12 2.510063e+11 2.774741e+11 2.244667e+11
3.898731e+13 9.890833e+11 1.092249e+12 8.752786e+11 2.209816e+12 2.508312e+12 1.911319e+12 2.525099e+11 2.789297e+11 2.260168e+11
3.946659e+13 9.992315e+11 1.102620e+12 8.852011e+11 2.244361e+12 2.544859e+12 1.943862e+12 2.540226e+11 2.803948e+11 2.275761e+11
3.995177e+13 1.009484e+12 1.113096e+12 8.952315e+11 2.279445e+12 2.581941e+12 1.976950e+12 2.555443e+11 2.818695e+11 2.291446e+11
4.044290e+13 1.019841e+12 1.123677e+12 9.053708e+11 2.315077e+12 2.619566e+12 2.010589e+12 2.570751e+11 2.833540e+11 2.307224e+11
4.094008e+13 1.030304e+12 1.134364e+12 9.156198e+11 2.351266e+12 2.657741e+12 2.044791e+12 2.586151e+11 2.848484e+11 2.323093e+11
4.144336e+13 1.040875e+12 1.145159e+12 9.259797e+11 2.388020e+12 2.696477e+12 2.079562e+12 2.601643e+11 2.863527e+11 2.339055e+11
4.195284e+13 1.051554e+12 1.156064e+12 9.364515e+11 2.425347e+12 2.735781e+12 2.114913e+12 2.617228e+11 2.878671e+11 2.355108e+11
4.246857e+13 1.062342e+12 1.167079e+12 9.470361e+11 2.463257e+12 2.775661e+12 2.150853e+12 2.632906e+11 2.893918e+11 2.371254e+11
4.299065e+13 1.073240e+12 1.178206e+12 9.577345e+11 2.501759e+12 2.816128e+12 2.187390e+12 2.648678e+11 2.909268e+11 2.387492e+11
